"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"State"	"State Code"	"Year"	"Year Code"	Projected Populations
	"0-4 years"	"0-4"	"Female"	"F"	"Georgia"	"13"	"2022"	"2022"	410814
	"0-4 years"	"0-4"	"Female"	"F"	"Georgia"	"13"	"2023"	"2023"	416540
	"0-4 years"	"0-4"	"Female"	"F"	"Georgia"	"13"	"2024"	"2024"	422286
	"0-4 years"	"0-4"	"Female"	"F"	"Georgia"	"13"	"2025"	"2025"	427964
	"0-4 years"	"0-4"	"Female"	"F"	"Georgia"	"13"	"2026"	"2026"	433514
	"0-4 years"	"0-4"	"Female"	"F"	"Georgia"	"13"	"2027"	"2027"	438849
	"0-4 years"	"0-4"	"Female"	"F"	"Georgia"	"13"	"2028"	"2028"	444000
	"0-4 years"	"0-4"	"Female"	"F"	"Georgia"	"13"	"2029"	"2029"	448926
	"0-4 years"	"0-4"	"Female"	"F"	"Georgia"	"13"	"2030"	"2030"	453649
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2004"	"2004"	44756
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2005"	"2005"	46782
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2006"	"2006"	47803
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2007"	"2007"	48707
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2008"	"2008"	49182
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2009"	"2009"	49338
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2010"	"2010"	49431
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2011"	"2011"	49530
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2012"	"2012"	49601
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2013"	"2013"	49662
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2014"	"2014"	49646
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2015"	"2015"	49568
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2016"	"2016"	49355
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2017"	"2017"	49046
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2018"	"2018"	48657
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2019"	"2019"	48237
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2020"	"2020"	47817
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2021"	"2021"	47404
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2022"	"2022"	47047
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2023"	"2023"	46740
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2024"	"2024"	46465
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2025"	"2025"	46194
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2026"	"2026"	45949
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2027"	"2027"	45711
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2028"	"2028"	45477
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2029"	"2029"	45253
	"0-4 years"	"0-4"	"Female"	"F"	"Hawaii"	"15"	"2030"	"2030"	45055
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2004"	"2004"	51549
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2005"	"2005"	52254
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2006"	"2006"	52883
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2007"	"2007"	53615
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2008"	"2008"	54649
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2009"	"2009"	55596
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2010"	"2010"	56442
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2011"	"2011"	57164
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2012"	"2012"	57747
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2013"	"2013"	58196
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2014"	"2014"	58497
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2015"	"2015"	58664
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2016"	"2016"	58761
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2017"	"2017"	58822
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2018"	"2018"	58873
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2019"	"2019"	58944
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2020"	"2020"	59063
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2021"	"2021"	59251
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2022"	"2022"	59525
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2023"	"2023"	59912
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2024"	"2024"	60404
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2025"	"2025"	61009
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2026"	"2026"	61725
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2027"	"2027"	62537
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2028"	"2028"	63439
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2029"	"2029"	64436
	"0-4 years"	"0-4"	"Female"	"F"	"Idaho"	"16"	"2030"	"2030"	65518
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2004"	"2004"	442639
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2005"	"2005"	446635
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2006"	"2006"	447230
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2007"	"2007"	448162
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2008"	"2008"	449720
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2009"	"2009"	451598
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2010"	"2010"	453614
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2011"	"2011"	455634
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2012"	"2012"	457539
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2013"	"2013"	459127
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2014"	"2014"	460280
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2015"	"2015"	460931
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2016"	"2016"	461136
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2017"	"2017"	460950
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2018"	"2018"	460483
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2019"	"2019"	459835
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2020"	"2020"	459139
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2021"	"2021"	458445
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2022"	"2022"	457805
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2023"	"2023"	457216
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2024"	"2024"	456697
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2025"	"2025"	456283
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2026"	"2026"	455973
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2027"	"2027"	455761
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2028"	"2028"	455687
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2029"	"2029"	455784
	"0-4 years"	"0-4"	"Female"	"F"	"Illinois"	"17"	"2030"	"2030"	456018
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2004"	"2004"	210771
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2005"	"2005"	210600
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2006"	"2006"	209718
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2007"	"2007"	210077
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2008"	"2008"	210904
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2009"	"2009"	211892
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2010"	"2010"	212991
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2011"	"2011"	214092
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2012"	"2012"	215143
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2013"	"2013"	216112
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2014"	"2014"	216959
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2015"	"2015"	217704
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2016"	"2016"	218438
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2017"	"2017"	219194
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2018"	"2018"	220002
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2019"	"2019"	220889
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2020"	"2020"	221830
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2021"	"2021"	222824
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2022"	"2022"	223853
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2023"	"2023"	224896
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2024"	"2024"	225978
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2025"	"2025"	227091
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2026"	"2026"	228230
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2027"	"2027"	229371
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2028"	"2028"	230551
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2029"	"2029"	231751
	"0-4 years"	"0-4"	"Female"	"F"	"Indiana"	"18"	"2030"	"2030"	232981
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2004"	"2004"	93452
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2005"	"2005"	93570
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2006"	"2006"	93703
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2007"	"2007"	94118
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2008"	"2008"	94484
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2009"	"2009"	94818
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2010"	"2010"	95043
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2011"	"2011"	95153
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2012"	"2012"	95131
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2013"	"2013"	94967
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2014"	"2014"	94679
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2015"	"2015"	94277
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2016"	"2016"	93781
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2017"	"2017"	93234
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2018"	"2018"	92656
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2019"	"2019"	92069
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2020"	"2020"	91482
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2021"	"2021"	90915
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2022"	"2022"	90379
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2023"	"2023"	89872
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2024"	"2024"	89406
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2025"	"2025"	88991
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2026"	"2026"	88616
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2027"	"2027"	88290
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2028"	"2028"	88023
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2029"	"2029"	87804
	"0-4 years"	"0-4"	"Female"	"F"	"Iowa"	"19"	"2030"	"2030"	87615
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2004"	"2004"	93249
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2005"	"2005"	93701
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2006"	"2006"	94112
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2007"	"2007"	94749
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2008"	"2008"	95293
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2009"	"2009"	95837
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2010"	"2010"	96328
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2011"	"2011"	96755
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2012"	"2012"	97089
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2013"	"2013"	97313
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2014"	"2014"	97439
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2015"	"2015"	97459
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2016"	"2016"	97384
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2017"	"2017"	97250
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2018"	"2018"	97061
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2019"	"2019"	96844
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2020"	"2020"	96633
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2021"	"2021"	96434
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2022"	"2022"	96257
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2023"	"2023"	96095
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2024"	"2024"	95985
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2025"	"2025"	95912
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2026"	"2026"	95870
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2027"	"2027"	95844
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2028"	"2028"	95858
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2029"	"2029"	95908
	"0-4 years"	"0-4"	"Female"	"F"	"Kansas"	"20"	"2030"	"2030"	95977
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2004"	"2004"	136476
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2005"	"2005"	137032
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2006"	"2006"	136792
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2007"	"2007"	136805
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2008"	"2008"	136168
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2009"	"2009"	135620
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2010"	"2010"	135125
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2011"	"2011"	134723
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2012"	"2012"	134400
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2013"	"2013"	134123
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2014"	"2014"	133890
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2015"	"2015"	133693
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2016"	"2016"	133502
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2017"	"2017"	133375
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2018"	"2018"	133347
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2019"	"2019"	133454
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2020"	"2020"	133703
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2021"	"2021"	134116
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2022"	"2022"	134696
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2023"	"2023"	135423
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2024"	"2024"	136264
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2025"	"2025"	137217
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2026"	"2026"	138252
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2027"	"2027"	139317
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2028"	"2028"	140425
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2029"	"2029"	141549
	"0-4 years"	"0-4"	"Female"	"F"	"Kentucky"	"21"	"2030"	"2030"	142704
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2004"	"2004"	163903
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2005"	"2005"	166006
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2006"	"2006"	166968
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2007"	"2007"	167894
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2008"	"2008"	167209
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2009"	"2009"	166487
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2010"	"2010"	165687
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2011"	"2011"	164901
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2012"	"2012"	164096
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2013"	"2013"	163220
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2014"	"2014"	162246
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2015"	"2015"	161231
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2016"	"2016"	160095
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2017"	"2017"	158915
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2018"	"2018"	157795
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2019"	"2019"	156842
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2020"	"2020"	156131
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2021"	"2021"	155708
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2022"	"2022"	155631
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2023"	"2023"	155859
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2024"	"2024"	156399
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2025"	"2025"	157185
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2026"	"2026"	158141
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2027"	"2027"	159175
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2028"	"2028"	160280
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2029"	"2029"	161426
	"0-4 years"	"0-4"	"Female"	"F"	"Louisiana"	"22"	"2030"	"2030"	162595
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2004"	"2004"	33778
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2005"	"2005"	33814
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2006"	"2006"	33847
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2007"	"2007"	34009
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2008"	"2008"	34440
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2009"	"2009"	34846
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2010"	"2010"	35235
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2011"	"2011"	35573
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2012"	"2012"	35846
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2013"	"2013"	36025
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2014"	"2014"	36089
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2015"	"2015"	36039
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2016"	"2016"	35899
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2017"	"2017"	35684
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2018"	"2018"	35403
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2019"	"2019"	35070
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2020"	"2020"	34689
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2021"	"2021"	34275
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2022"	"2022"	33852
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2023"	"2023"	33436
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2024"	"2024"	33038
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2025"	"2025"	32683
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2026"	"2026"	32370
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2027"	"2027"	32117
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2028"	"2028"	31909
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2029"	"2029"	31764
	"0-4 years"	"0-4"	"Female"	"F"	"Maine"	"23"	"2030"	"2030"	31685
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2004"	"2004"	184647
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2005"	"2005"	187946
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2006"	"2006"	189783
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2007"	"2007"	192238
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2008"	"2008"	195375
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2009"	"2009"	198901
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2010"	"2010"	202658
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2011"	"2011"	206511
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2012"	"2012"	210339
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2013"	"2013"	213985
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2014"	"2014"	217345
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2015"	"2015"	220358
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2016"	"2016"	223005
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2017"	"2017"	225282
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2018"	"2018"	227212
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2019"	"2019"	228821
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2020"	"2020"	230174
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2021"	"2021"	231252
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2022"	"2022"	232139
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2023"	"2023"	232877
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2024"	"2024"	233517
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2025"	"2025"	234137
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2026"	"2026"	234818
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2027"	"2027"	235613
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2028"	"2028"	236599
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2029"	"2029"	237830
	"0-4 years"	"0-4"	"Female"	"F"	"Maryland"	"24"	"2030"	"2030"	239325
	"0-4 years"	"0-4"	"Female"	"F"	"Massachusetts"	"25"	"2004"	"2004"	197694
	"0-4 years"	"0-4"	"Female"	"F"	"Massachusetts"	"25"	"2005"	"2005"	198636
	"0-4 years"	"0-4"	"Female"	"F"	"Massachusetts"	"25"	"2006"	"2006"	197738
	"0-4 years"	"0-4"	"Female"	"F"	"Massachusetts"	"25"	"2007"	"2007"	196844
	"0-4 years"	"0-4"	"Female"	"F"	"Massachusetts"	"25"	"2008"	"2008"	196104
	"0-4 years"	"0-4"	"Female"	"F"	"Massachusetts"	"25"	"2009"	"2009"	195814
	"0-4 years"	"0-4"	"Female"	"F"	"Massachusetts"	"25"	"2010"	"2010"	195940
	"0-4 years"	"0-4"	"Female"	"F"	"Massachusetts"	"25"	"2011"	"2011"	196421
	"0-4 years"	"0-4"	"Female"	"F"	"Massachusetts"	"25"	"2012"	"2012"	197178
