"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Female"	"F"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"75-84 years"	"75-84"	624	Not Applicable	Not Applicable
	"Alabama"	"01"	"Female"	"F"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"85+ years"	"85+"	759	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Jan., 2015"	"2015/01"	"65-74 years"	"65-74"	552	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Jan., 2015"	"2015/01"	"75-84 years"	"75-84"	588	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Jan., 2015"	"2015/01"	"85+ years"	"85+"	492	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Feb., 2015"	"2015/02"	"65-74 years"	"65-74"	506	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Feb., 2015"	"2015/02"	"75-84 years"	"75-84"	568	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Feb., 2015"	"2015/02"	"85+ years"	"85+"	414	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"65-74 years"	"65-74"	563	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"75-84 years"	"75-84"	589	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"85+ years"	"85+"	459	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"65-74 years"	"65-74"	481	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"75-84 years"	"75-84"	549	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"85+ years"	"85+"	360	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"May, 2015"	"2015/05"	"65-74 years"	"65-74"	468	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"May, 2015"	"2015/05"	"75-84 years"	"75-84"	545	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"May, 2015"	"2015/05"	"85+ years"	"85+"	349	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"65-74 years"	"65-74"	442	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"75-84 years"	"75-84"	485	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"85+ years"	"85+"	349	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"65-74 years"	"65-74"	462	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"75-84 years"	"75-84"	499	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"85+ years"	"85+"	395	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"65-74 years"	"65-74"	505	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"75-84 years"	"75-84"	460	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"85+ years"	"85+"	342	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"65-74 years"	"65-74"	446	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"75-84 years"	"75-84"	478	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"85+ years"	"85+"	395	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"65-74 years"	"65-74"	510	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"75-84 years"	"75-84"	512	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"85+ years"	"85+"	336	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"65-74 years"	"65-74"	475	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"75-84 years"	"75-84"	544	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"85+ years"	"85+"	367	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"65-74 years"	"65-74"	533	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"75-84 years"	"75-84"	547	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"85+ years"	"85+"	396	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"65-74 years"	"65-74"	567	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"75-84 years"	"75-84"	533	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"85+ years"	"85+"	437	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"65-74 years"	"65-74"	491	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"75-84 years"	"75-84"	554	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"85+ years"	"85+"	395	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"65-74 years"	"65-74"	546	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"75-84 years"	"75-84"	556	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"85+ years"	"85+"	410	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"65-74 years"	"65-74"	505	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"75-84 years"	"75-84"	472	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"85+ years"	"85+"	393	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"May, 2016"	"2016/05"	"65-74 years"	"65-74"	501	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"May, 2016"	"2016/05"	"75-84 years"	"75-84"	495	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"May, 2016"	"2016/05"	"85+ years"	"85+"	357	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"65-74 years"	"65-74"	450	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"75-84 years"	"75-84"	476	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"85+ years"	"85+"	346	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"65-74 years"	"65-74"	547	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"75-84 years"	"75-84"	512	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"85+ years"	"85+"	333	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"65-74 years"	"65-74"	500	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"75-84 years"	"75-84"	503	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"85+ years"	"85+"	350	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"65-74 years"	"65-74"	496	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"75-84 years"	"75-84"	495	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"85+ years"	"85+"	343	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"65-74 years"	"65-74"	543	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"75-84 years"	"75-84"	540	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"85+ years"	"85+"	359	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"65-74 years"	"65-74"	504	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"75-84 years"	"75-84"	506	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"85+ years"	"85+"	401	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"65-74 years"	"65-74"	587	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"75-84 years"	"75-84"	559	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"85+ years"	"85+"	435	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"65-74 years"	"65-74"	581	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"75-84 years"	"75-84"	588	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"85+ years"	"85+"	431	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"65-74 years"	"65-74"	503	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"75-84 years"	"75-84"	553	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"85+ years"	"85+"	379	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"65-74 years"	"65-74"	557	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"75-84 years"	"75-84"	575	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"85+ years"	"85+"	397	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"65-74 years"	"65-74"	519	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"75-84 years"	"75-84"	522	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"85+ years"	"85+"	409	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"May, 2017"	"2017/05"	"65-74 years"	"65-74"	539	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"May, 2017"	"2017/05"	"75-84 years"	"75-84"	539	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"May, 2017"	"2017/05"	"85+ years"	"85+"	358	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"65-74 years"	"65-74"	514	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"75-84 years"	"75-84"	489	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"85+ years"	"85+"	333	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"65-74 years"	"65-74"	513	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"75-84 years"	"75-84"	498	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"85+ years"	"85+"	340	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"65-74 years"	"65-74"	507	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"75-84 years"	"75-84"	511	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"85+ years"	"85+"	364	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"65-74 years"	"65-74"	553	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"75-84 years"	"75-84"	504	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"85+ years"	"85+"	399	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"65-74 years"	"65-74"	494	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"75-84 years"	"75-84"	542	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"85+ years"	"85+"	401	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"65-74 years"	"65-74"	540	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"75-84 years"	"75-84"	576	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"85+ years"	"85+"	363	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"65-74 years"	"65-74"	565	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"75-84 years"	"75-84"	611	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"85+ years"	"85+"	432	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"65-74 years"	"65-74"	720	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"75-84 years"	"75-84"	663	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"85+ years"	"85+"	484	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"65-74 years"	"65-74"	525	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"75-84 years"	"75-84"	559	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"85+ years"	"85+"	427	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"65-74 years"	"65-74"	576	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"75-84 years"	"75-84"	548	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"85+ years"	"85+"	414	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"65-74 years"	"65-74"	491	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"75-84 years"	"75-84"	581	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"85+ years"	"85+"	408	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"May, 2018"	"2018/05"	"65-74 years"	"65-74"	570	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"May, 2018"	"2018/05"	"75-84 years"	"75-84"	593	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"May, 2018"	"2018/05"	"85+ years"	"85+"	416	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"65-74 years"	"65-74"	531	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"75-84 years"	"75-84"	506	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"85+ years"	"85+"	374	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"65-74 years"	"65-74"	523	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"75-84 years"	"75-84"	571	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"85+ years"	"85+"	391	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"65-74 years"	"65-74"	528	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"75-84 years"	"75-84"	604	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"85+ years"	"85+"	365	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"65-74 years"	"65-74"	530	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"75-84 years"	"75-84"	526	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"85+ years"	"85+"	385	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"65-74 years"	"65-74"	526	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"75-84 years"	"75-84"	544	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"85+ years"	"85+"	369	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"65-74 years"	"65-74"	513	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"75-84 years"	"75-84"	527	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"85+ years"	"85+"	398	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"65-74 years"	"65-74"	578	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"75-84 years"	"75-84"	599	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"85+ years"	"85+"	463	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"65-74 years"	"65-74"	619	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"75-84 years"	"75-84"	623	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"85+ years"	"85+"	460	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"65-74 years"	"65-74"	534	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"75-84 years"	"75-84"	563	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"85+ years"	"85+"	402	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"65-74 years"	"65-74"	580	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"75-84 years"	"75-84"	619	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"85+ years"	"85+"	428	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"65-74 years"	"65-74"	558	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"75-84 years"	"75-84"	572	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"85+ years"	"85+"	390	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"May, 2019"	"2019/05"	"65-74 years"	"65-74"	582	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"May, 2019"	"2019/05"	"75-84 years"	"75-84"	572	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"May, 2019"	"2019/05"	"85+ years"	"85+"	424	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"65-74 years"	"65-74"	535	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"75-84 years"	"75-84"	520	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"85+ years"	"85+"	351	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"65-74 years"	"65-74"	568	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"75-84 years"	"75-84"	570	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"85+ years"	"85+"	421	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"65-74 years"	"65-74"	577	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"75-84 years"	"75-84"	519	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"85+ years"	"85+"	368	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"65-74 years"	"65-74"	546	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"75-84 years"	"75-84"	510	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"85+ years"	"85+"	345	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"65-74 years"	"65-74"	537	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"75-84 years"	"75-84"	542	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"85+ years"	"85+"	382	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"65-74 years"	"65-74"	568	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"75-84 years"	"75-84"	583	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"85+ years"	"85+"	417	Not Applicable	Not Applicable
	"Alabama"	"01"	"Male"	"M"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"65-74 years"	"65-74"	642	Not Applicable	Not Applicable
